_runtime,_step,_timestamp,cumulative_pcs,depth/max,depth/mean,novelty/global_frontier,novelty/global_mean,novelty/group_mean,reward/max,reward/mean,reward/std,train/completion_length,train/epoch,train/global_step,train/grad_norm,train/kl,train/learning_rate,train/loss,train/reward,train/reward_std,train/rewards/reward_fn,valid_rate,verdict/accepted,verdict/crash,verdict/encode_fail,verdict/error,verdict/rejected
1412.237204152,44,1780906603.6963472,4711,3833,1278.875,4460,0.022723622327999248,0.024893934770842376,1.0842082787684284,0.20889537375238326,0.3257087576614959,512,0.0045,45,0.497548907995224,0.009715024381875992,4.992666666666667e-06,0.0004857182502746582,0.2169720083475113,0.33802512288093567,0.2169720083475113,0.125,2,0,0,0,14
1443.860001687,45,1780906635.319071,4712,3833,1329.4375,4461,0.019223504822511214,0.04238512706254642,1.0859689212923116,0.21697200560918703,0.3272914000109182,512,0.0046,46,0.415286123752594,0.009744790382683277,4.992500000000001e-06,0.00048723816871643066,0.21279481053352356,0.34296128153800964,0.21279481053352356,0.125,2,0,0,0,14
1475.608861062,46,1780906667.0679731,4712,3833,1271.5,4461,0.019261947511465854,0.05252481365100546,1.098354068947945,0.21279479847205848,0.33207083747435745,512,0.0047,47,0.4993089735507965,0.012242584489285946,4.992333333333334e-06,0.000612109899520874,0.21568137407302856,0.34412190318107605,0.21568137407302856,0.125,2,0,0,0,14
1507.210320671,47,1780906698.669428,4714,3833,1301.375,4463,0.01969492509882441,0.05729773896773285,1.10034640349619,0.21568136998665888,0.33319457664391655,512,0.0048,48,0.43732479214668274,0.009971502237021923,4.992166666666667e-06,0.0004985779523849487,0.1455133557319641,0.2386007010936737,0.1455133557319641,0.125,2,0,0,0,14
1538.800290442,48,1780906730.2594516,4714,3833,1170.875,4463,0.01984647105418448,0,1.039692942108369,0.1455133551901477,0.23102412152967955,512,0.0049,49,0.4378267526626587,0.01200760155916214,4.992e-06,0.0006003975868225098,0.15163955092430115,0.23787975311279297,0.15163955092430115,0.0625,1,0,0,0,15
1570.409034277,49,1780906761.8681483,4714,3833,1254.25,4463,0.019547403702397777,0,1.0390948074047957,0.15163955121286496,0.23032607212671322,512,0.005,50,0.7023327350616455,0.011948326602578163,4.991833333333334e-06,0.0005968734622001648,0.08502314984798431,0.00888337567448616,0.08502314984798431,0.0625,1,0,0,0,15
1601.951746288,50,1780906793.4108179,4714,3833,1086.3125,4463,0,0,0.10221758413775112,0.08502315418732063,0.008601289871074575,512,0.0051,51,0.51412433385849,0.012834679335355759,4.991666666666667e-06,0.0006416738033294678,0.14496925473213196,0.23715831339359283,0.14496925473213196,0,0,0,0,0,16
1633.478377092,51,1780906824.9374275,4714,3833,1169.375,4463,0.01694169232192477,0,1.0338833846438495,0.14496926384913703,0.22962756891733094,512,0.0052,52,0.4275512099266052,0.011676061898469925,4.9915e-06,0.0005837976932525635,0.21263708174228668,0.34568387269973755,0.21263708174228668,0.0625,1,0,0,0,15
1664.961185933,52,1780906856.420293,4730,3833,1267.3125,4479,0.03174399760413592,0.03400841590347888,1.1287501181188475,0.21263709052280655,0.3347069768614563,512,0.0053,53,0.4754534959793091,0.012264705263078213,4.991333333333333e-06,0.0006132125854492188,0.20832127332687378,0.33003443479537964,0.20832127332687378,0.125,2,0,0,0,14
1696.293751119,53,1780906887.7528753,4730,3833,1268.0625,4479,0.01657951541185486,0.020340524269409258,1.061226273489899,0.20832128211165943,0.3195544771353084,512,0.0054,54,0.6627230048179626,0.013004666194319725,4.991166666666667e-06,0.0006502419710159302,0.14763452112674713,0.24051527678966522,0.14763452112674713,0.125,2,0,0,0,14
1727.292881896,54,1780906918.7519808,4740,3833,1216.875,4479,0.023979816986127857,0,1.0479596339722557,0.14763451077836642,0.23287789490133579,512,0.0055,55,0.5414400696754456,0.013706078752875328,4.991e-06,0.0006847754120826721,0.08495466411113739,0.008709002286195755,0.08495466411113739,0.0625,1,0,0,0,15
1758.524961949,55,1780906949.984138,4740,3833,1085.4375,4479,0,0,0.1008087659796504,0.08495466997130185,0.008432455286175634,512,0.0056,56,0.4052850902080536,0.014065274968743324,4.990833333333334e-06,0.0007032603025436401,0.08687222748994827,0.008953241631388664,0.08687222748994827,0,0,0,0,0,16
1789.744113925,56,1780906981.2032425,4740,3833,1109.9375,4479,0,0,0.09916514479519958,0.0868722280198278,0.008668938683583214,512,0.0057,57,0.5049794316291809,0.015506520867347717,4.990666666666667e-06,0.0007753223180770874,0.15450595319271088,0.2379971742630005,0.15450595319271088,0,0,0,0,0,16
1820.875424057,57,1780907012.3345582,4740,3833,1296.625,4480,0.0213072202801803,0,1.0426144405603606,0.1545059540612422,0.23043975367955863,512,0.0058,58,0.4081811010837555,0.013084108009934425,4.990500000000001e-06,0.0006549060344696045,0.08603085577487946,0.008813012391328812,0.08603085577487946,0.0625,1,0,0,0,15
1852.131100193,58,1780907043.5902038,4740,3833,1099.1875,4480,0,0,0.09994782154969996,0.08603085050873989,0.00853316085360865,512,0.0059,59,0.529236376285553,0.014379617758095264,4.990333333333334e-06,0.0007183700799942017,0.08449484407901764,0.007498952094465494,0.08449484407901764,0,0,0,0,0,16
1883.378459343,59,1780907074.8375504,4740,3833,1079.5625,4480,0,0,0.09642577615444821,0.08449484737803287,0.007260828213693182,512,0.006,60,0.42407768964767456,0.014100061729550362,4.990166666666667e-06,0.0007049739360809326,0.20942170917987823,0.33405163884162903,0.20942170917987823,0,0,0,0,0,16
1914.77453417,60,1780907106.233627,4741,3833,1270.8125,4481,0.017127338661840855,0.030513822516097286,1.0818912148596882,0.2094217212329074,0.32344409427370613,512,0.0061,61,2.766108512878418,0.013584697619080544,4.9900000000000005e-06,0.00067920982837677,0.15307095646858215,0.2371908575296402,0.15307095646858215,0.125,2,0,0,0,14
1946.209909229,61,1780907137.6690233,4741,3833,1277.1875,4482,0.018984574889011716,0,1.0379691497780235,0.1530709586338893,0.2296590566528812,512,0.0062,62,0.4617447555065155,0.015243031084537506,4.9898333333333335e-06,0.0007621347904205322,0.1512988805770874,0.23443998396396637,0.1512988805770874,0.0625,1,0,0,0,15
1977.481331745,62,1780907168.940456,4741,3833,1253.5625,4482,0.014239231716699554,0,1.0284784634333992,0.15129888387588408,0.22699553319656646,512,0.0063,63,0.5105283856391907,0.013984974473714828,4.989666666666667e-06,0.0006992146372795105,0.21113592386245728,0.3239716589450836,0.21113592386245728,0.0625,1,0,0,0,15
2008.69564553,63,1780907200.15478,4741,3833,1319.3125,4482,0.014428287930667786,0.011939700087922108,1.0466050332258925,0.21113592896274147,0.31368420491532417,512,0.0064,64,0.6261177062988281,0.013894496485590935,4.9895e-06,0.0006947368383407593,0.14610618352890015,0.2367975115776062,0.14610618352890015,0.125,2,0,0,0,14
2040.046506777,64,1780907231.5056305,4755,3833,1199.625,4483,0.01656670594198601,0,1.0331334118839721,0.14610618914282653,0.22927820099224336,512,0.0065,65,0.502566397190094,0.01421673409640789,4.989333333333334e-06,0.0007108524441719055,0.14659777283668518,0.23734959959983826,0.14659777283668518,0.0625,1,0,0,0,15
2071.285660874,65,1780907262.74473,4755,3833,1195.4375,4483,0.018073025915796292,0,1.0361460518315926,0.1465977663819217,0.2298127596658533,512,0.0066,66,0.5692300796508789,0.015927104279398918,4.989166666666667e-06,0.0007962584495544434,0.15404745936393738,0.23852884769439697,0.15404745936393738,0.0625,1,0,0,0,15
2102.553649668,66,1780907294.012779,4755,3833,1290.25,4486,0.022022373533372063,0,1.0440447470667442,0.1540474744897409,0.23095456390008626,512,0.0067,67,0.43506094813346863,0.015885168686509132,4.989000000000001e-06,0.0007942169904708862,0.1511945128440857,0.2353980541229248,0.1511945128440857,0.0625,1,0,0,0,15
2134.00875297,67,1780907325.4678645,4755,3833,1257.4375,4486,0.015126218826106446,0,1.0302524376522129,0.15119452115707233,0.2279231824352475,512,0.0068,68,0.5229859948158264,0.016211025416851044,4.988833333333334e-06,0.0008105635643005371,0.340949147939682,0.45410391688346863,0.340949147939682,0.0625,1,0,0,0,15
2165.250245951,68,1780907356.7093785,4758,3833,1425.6875,4489,0.015947042754363407,0.07019490127190758,1.141417097925368,0.3409491316416757,0.43968420030643296,512,0.0069,69,0.4457911252975464,0.01570798270404339,4.988666666666668e-06,0.0007854700088500977,0.09085898846387863,0.023893294855952263,0.09085898846387863,0.25,4,0,0,0,12
2196.331030668,69,1780907387.7900543,4758,3833,1160.875,4489,0,0,0.17492825463083744,0.09085898773806418,0.02313458431483842,512,0.007,70,0.46218621730804443,0.017948230728507042,4.988500000000001e-06,0.0008973926305770874,0.1477060317993164,0.23541943728923798,0.1477060317993164,0,0,0,0,0,16
2227.428195012,70,1780907418.8873224,4758,3833,1214.375,4491,0.014964175142676669,0,1.0299283502853533,0.14770602932826374,0.2279439049807343,512,0.0071,71,0.4009840786457062,0.017414715141057968,4.9883333333333336e-06,0.0008707568049430847,0.1466933786869049,0.23626884818077087,0.1466933786869049,0.0625,1,0,0,0,15
2258.671722457,71,1780907450.1308515,4758,3833,1207.125,4491,0.016059387453760288,0,1.0321187749075205,0.14669337438397675,0.22876631747797826,512,0.0072,72,0.5083894729614258,0.01763344556093216,4.988166666666667e-06,0.0008817091584205627,0.20549660921096802,0.3258556127548218,0.20549660921096802,0.0625,1,0,0,0,15
2289.863982958,72,1780907481.3231013,4758,3833,1269.8125,4491,0.013694939749914106,0.012591261692904403,1.041573052428655,0.20549659908008558,0.3155083580708694,512,0.0073,73,0.8011969327926636,0.018952354788780212,4.988e-06,0.0009476393461227417,0.15119443833827972,0.23395290970802307,0.15119443833827972,0.125,2,0,0,0,14
2321.157289043,73,1780907512.6163518,4758,3833,1255.375,4491,0.011916587797815018,0,1.02383317559563,0.15119443911521735,0.22652392686277137,512,0.0074,74,0.36012500524520874,0.01854691654443741,4.987833333333334e-06,0.0009273290634155273,0.14494943618774414,0.23632410168647766,0.14494943618774414,0.0625,1,0,0,0,15
2352.489238643,74,1780907543.9483597,4758,3833,1187.9375,4491,0.015295996279943956,0,1.0305919925598879,0.14494943757308326,0.22881983371036851,512,0.0075,75,0.589981734752655,0.017958080396056175,4.987666666666667e-06,0.0008979439735412598,0.14778774976730347,0.23517173528671265,0.14778774976730347,0.0625,1,0,0,0,15
2383.752587862,75,1780907575.211687,4758,3833,1219,4491,0.014561255149963337,0,1.0291225102999266,0.14778774103149653,0.22770405369398522,512,0.0076,76,0.6740199327468872,0.019879527390003204,4.987500000000001e-06,0.0009939968585968018,0.144881471991539,0.23521412909030914,0.144881471991539,0.0625,1,0,0,0,15
2415.860545846,76,1780907607.319684,4758,3833,1179.9375,4491,0.013226040230803565,0,1.026452080461607,0.14488147052585018,0.22774510180368066,512,0.0077,77,0.41594454646110535,0.016501646488904953,4.987333333333333e-06,0.0008250772953033447,0.28534090518951416,0.41011422872543335,0.28534090518951416,0.0625,1,0,0,0,15
2447.154800772,77,1780907638.6138885,4758,3833,1465.9375,4504,0.019559055868819213,0.07101204153323985,1.1431556438062387,0.2853408986508908,0.3970914081713608,512,0.0078,78,0.7584710717201233,0.018442973494529724,4.987166666666667e-06,0.0009221434593200684,0.16337820887565613,0.308662086725235,0.16337820887565613,0.1875,3,0,0,0,13
2479.073975784,78,1780907670.533128,4758,3833,1250.125,4508,0.1602607768596691,0,1.3205215537193382,0.16337821411763342,0.29886078754724155,512,0.0079,79,0.6095744371414185,0.022830437868833542,4.987e-06,0.0011414438486099243,0.2077523171901703,0.3375798761844635,0.2077523171901703,0.0625,1,0,0,0,15
2510.276310335,79,1780907701.735419,4758,3833,1237.875,4508,0.01210364842031666,0.04724274035672854,1.1135914738933566,0.20775234778820403,0.3268603270982269,512,0.008,80,0.48030537366867065,0.019036058336496353,4.986833333333334e-06,0.0009517967700958252,0.14565278589725494,0.23377560079097748,0.14565278589725494,0.125,2,0,0,0,14
2541.567955781,80,1780907733.027076,4758,3833,1185.9375,4508,0.010826231591932137,0,1.0216524631838644,0.14565278325371367,0.22635224747385194,512,0.0081,81,0.5133674740791321,0.024550605565309525,4.986666666666667e-06,0.0012274086475372314,0.08713638037443161,0.00908623356372118,0.08713638037443161,0.0625,1,0,0,0,15
2572.577511612,81,1780907764.0366135,4758,3833,1113.3125,4508,0,0,0.10010435690060004,0.08713638142447169,0.00879770619599105,512,0.0082,82,0.6083464622497559,0.020912110805511475,4.9865000000000005e-06,0.0010455995798110962,0.1463625580072403,0.23534077405929565,0.1463625580072403,0,0,0,0,0,16
2603.792689134,82,1780907795.2517765,4758,3833,1212.75,4508,0.01411722526075798,0,1.028234450521516,0.14636255297497017,0.22786770327138345,512,0.0083,83,0.5026870965957642,0.0202811099588871,4.986333333333333e-06,0.0010140910744667053,0.08444593101739883,0.008438860066235065,0.08444593101739883,0.0625,1,0,0,0,15
2634.63047235,83,1780907826.0895762,4758,3833,1078.9375,4508,0,0,0.0997912861987999,0.0844459300808766,0.008170891765421639,512,0.0084,84,0.38663023710250854,0.018575118854641914,4.986166666666667e-06,0.0009287595748901367,0.14603786170482635,0.23356841504573822,0.14603786170482635,0,0,0,0,0,16
2666.084925748,84,1780907857.5440292,4758,3833,1192.4375,4508,0.010502220069531436,0,1.0210044401390628,0.14603786229867316,0.22615165861974765,512,0.0085,85,0.4636174142360687,0.021222392097115517,4.986e-06,0.001061081886291504,0.21531930565834045,0.33375176787376404,0.21531930565834045,0.0625,1,0,0,0,15
2697.382484337,85,1780907888.8415687,4758,3833,1333.0625,4508,0.01255001111443379,0.042901945799443675,1.0717213586113503,0.21531931722712358,0.323153760859334,512,0.0086,86,0.4987785518169403,0.01741890236735344,4.985833333333334e-06,0.0008709505200386047,0.1468638777732849,0.24037285149097443,0.1468638777732849,0.125,2,0,0,0,14
